text,intent
" Very terrible reception , I can't be more disappointed , the waiter is so ignorant and impolite..  don't wanna talk about the catastrophic food quality , I'd need days to describe that , the prices are so high for no reason . I don't recommended it .. I'll never visit this restaurant ever again.. worst experience in my whole life.",0
توفيق الغربي قمة الانحطاط الأخلاقي.,0
 خدمة سيئة للغاية وبطيئة ... أمر خاطئ مع العلم أن هناك عدد قليل من الناس في المطعم .. الخدمة جاهل وغير المهنية ... الأطباق التي تخدمها واحدة تلو الأخرى متباعدة 10 ، 15 دقيقة ، جئنا لتناول الطعام معا و عدم مشاهدة الجميع يأكلون من تلقاء أنفسهم ، فتح زجاجة من النبيذ وليس خدم وغير ذلك .... السعر باهظ الثمن مقابل لا شيء ..,0
"Dima mwahher wmosalllsletek yo9tlouuu""",1
جهنم وبءس المصير لكل فاسق,0
تربية و اخلاق تبارك الله عليه اقوى رجل سياسة في تونس و لسانو يغزل لحرير,1
a9wa la9taaaaa bravo wlh  nestana fel 7al9a ejeya bd9i9a wdraj,1
مشاء الله.,1
Bravo  walid,1
Tayara fi tamthil bayrem.,1
Tbarkalah alihom les deux filles 💖,1
tbarkallah 3leha,1
jàw,1
بري روحي,0
قحبة و أكيد ميبونة لا شك في هذا,0
😗,1
Sotha Behi barcha,1
إنسان معقد وما عندوش اخلاق,0
والله ماسته وخارجه من قشرتها متصنعه,0
امصط حاجة في كلام الناس حنان الشقراني,0
j'attends un appel ça fait 11 jours putain!! #menteur!!!!!!!!!!! j'arrive même pas a ouvrire une page web!! c'est honteuxx!!,0
انت الحب بلطي,1
M3alem,1
Bravo Karim,1
el7out 3la weld 7oumti,1
maset 3 le5er w bras omek la3ad tothher fi télé,0
m3alem,1
Ma7leeeekom :-),1
صباح جديد وليل مضى...ويوم جديد...وغد مجهول....افكار مبعثرة ....بؤساء ومستكرشين....ومنافقين ومنافقات....عقلي ليس معكم....مع خفافيش المغاور والكهوف....لست من ذوي الاحتياجات المخصصة للعشق والحب الكاذب....ابحث عن نجمة وان لم يحالف الحظ وقابلت نجمة....فالسماء مليئة بالنجوم....ربما يأتي يوم وتصادفني القمر,0
Barcha 9o7b ya ta7an,0
Masta ou metji chey,0
rabi ye3inkom,1
yeser th9iiiil l7a9,0
Mithal llmara anajha nhbek wajiha,1
ey fixe,1
Connexion tsal7ét,1
شو ها العبيثه بسم الله الرحمان الرحيم,0
بلعوط,0
3asba likom,0
taw tfakerto mr6 3likom 7asel,0
tbarkallah 3lih   😊,1
باش يصيرلو كيف اللحاس الصغير,0
yeser ri9,0
dharéb w ma7léh,1
لا إحترمتو رمضان، لا شعب، لا دين، لا كبار، لا صغار... الله لا تربحكم لا دينية ولا آخرة,0
probleme regler ...,1
كان مشات تابت لخالقها خير ليها,0
Mal la masit,0
صاحب كلمة و إلي عندو يقولو,1
vraiment amine masset yeser elbarnemej wtaffhou barcha,0
men a3az lmoumathlat fi 3morha hiya,1
mas lasit mahouch  idahek idahik ken fil jamhour mtaou bil flous,0
عيب والله عيب انتوما صايمين ؟ يا ذنوبي,0
بالله يزي من التمقعير ولوج على اصلك منين بالتحديد، ويزينا من راني ولد باب سويقة وما عاجبك شي وانت هو الي ما تعجبش,0
الملامة مش عليه الملامة علي يعيطلو سي مقداد . مثال للثرثرة و الهروب بالموضوع و سوء المنطق امنيتي كلامي يتحطلو بلاكة قدامو,0
"moustewe moun7at hiya wghneyetha pffffffffffffffffffffffffff""",0
em3alim amine wasil bravo,1
ممثلة متألقة و من أحسن ماعندنا في تونس و متثقفة زادة ان شا الله من حسن إلى أحسن,1
فاشلة تجي كل شي كان ممثلة لا,0
برافوا يا أحلى وليد بردتلي شوية على قلبي...,1
كان التافه و خوه.,0
emtaa nchallah,1
Mamset ghneytou :p,0
Masssttaa laasstaa,0
Maaaaaaaaaaset,0
andi tonalité,1
 بلح البحر لذيذ,1
Dima mwahar sami rabi iwaf9ik,1
 الذهاب دون تردد !! أفضل بلح البحر لقد ذاقت في حياتي. خدمة نظيفة مهذب وسريع. معكرونة لذيذ جدا. باختصار سأعود بلا شك.,1
👎👎👎👎👎,0
من أحسن الحلقات اللي تفرجت عليها ...يرحم ميمتك يا علاء و يفرحك كيما فرحت قلب أم و بنيتها ...,1
Ana walhi ma7lha,1
Voulez-vous me rendre fou? 😠😠,0
lotfi ya m3alim tbarkalah 3lik,1
Bravo,1
Walah a9wa mra fi tones ..Bravo madame camerji,1
Mas5a yesser,0
خدام و يحب يوصل،ربي معاك و عمل على روحك,1
نور التونسي الأصيل واحد ملي يحبو تونس بالحق ان شاءالله ديمه من حسن الى احسن,1
Maseeeet,0
Mècheallah,1
..حلقة متميزية  جدا,1
Mastaaaaaa,0
mskina,0
"التوانسة لا شافو حاجة ناجحة برا عاد يعبدوها و المعبود ربي للي يكوهوك فيها""",0
شكيب راجل فحل واذا راح خساره للقناة والوقت هذا روا الراجل وصاحب الكلمه والمتخلق يكرهوه الناس ، اقولها وانا جزاءري يكفي شكيب فخرا انه كان صاحب مبدا,1
موش ضامر حتي ترفه كريوكا برشا,0
Heyel,1
Wawwwww enta em3alem we7na menek net3almo ma7lak o ma7la tho7ktek hahhhhhhhh,1
وجيهة ممثلة تحفونة ونظيفة برشا,1
ماسط وبليد ركيك وًرهدان,0
جعفور محلاك في سروال احمر رابي خليلك عجوزه و شيب زايد متربي متربي,1
Salam mr massat lasset emission bardi blida,0
تافهة و حمقاء و اهم حاجة ما تمثلنيش كمرأة تونسية و زيد نقولها من انتي لتتكلمي عن احمد الاندلسي,0
هالطحان الكلب المحامي  منير بن صالحة  بن علي عندو احكام مؤبدة ومطالب قضائيا وبن صالحة خايف علي مشاعرو وباش يقاضي كل من اساء اليه في برنامج ألو جدة برا يلعن بو طحينك يا كلب ويلعن بوك و بو  بن علي و ألي يحبوه معاك ،،,0
Réponse automatique,0
M7lehom l5wet m3a b3thhom,1
Wa7dek ya barhoum,1
أنا نموت عليك وإنت سيدهم الله يحميك,1
nemchy nhel orange wena merteh,0
جعفور يا معلم ربي يوفقك😍😍💓💓,1
Oufffff chbik 3bedtelna safi said ye5i on n'a plus de competences politiques fel blad??!!!,0
Sari7a w hedha li 3jebni fiha,1
Me3edech netfarej 3lih klem enes sans newfel w maia wela maaaaset,0
7al9a tayara wlh,1
Bravo Walid mais !!!!,1
بصراحة #سيتكوم دنيا أخرى مقاتلة ضحك والله bravoo الي عجبوا السيتكوم يدز جام ..#ههههههه,1
pff zeyed walah,0
ربي يحفظك يا عايشة اما رد بالك راك مازلت صغيرة و المستقبل قدامك,1
كبرت في عيني يا وليد,1
جعفور يا معذبهم زايد معاك ديمة الضحكة موجودة انا نحبك برشا و زدت حبيتك في برنامج يد وحدة بكيتنا برشا و فرحتنا برشا برافو و ربي معاك,1
Espérons!!! 🙏,1
كارثة 😡,0
..هذه قلة حياء كان لحب عندكم بالشي هذا راهي العاهرات اكثر الناس تحب,0
Machala,1
انه الرقم الصحيح,1
شفت طحين وعمري ماشفت ارخص من هالطحان,0
Mamsitkom w mala rwayi9 en+ akil baby miskin mati5na9ch fi wist akil lobbe5 bsara7a chay y3yef,0
رجل تونس الأول و موحدها    من دون منازع .... نحبك يا شيخ,1
Sitcom ta7foun w dhamr,1
أقسم بالله أمسط منو لا ريت. نحب نقلو حاجة و يتفكرها طول عمرو. والله لا عمرو باش ينجح في الفكاهة. اخيييييت,0
لا واجيهة جندوبي تعجبني,1
لعنة ألله  عليك,0
يا سامي انت تصبحها  بالدعاء والذكر وتختمها بالدعاء والذكر وما بينهما ساكس وفساد وقلة حياء!!!! لا بد أن تعرض نفسك على دكتور نفسي...,0
c'est résolu,1
a7sen comédien f tounes <3,1
Je suis triste,0
 Nice place for eating fish in the zone,1
Mahlekoum rab ya5lkoum le ba3thkoum,1
الشيب و العيب ما عندي ما نقول.,0
Bravo costa,1
Bravooooo walid,1
كلها لغة خشبية وتلحيس لنداء,0
Dima 3andaha mat9oul :p,1
محلاك و محلا صوتك وانا من اكبر معجبينك وربي يوفقك :-* <3,1
Vrm la9ta tayara bravo,1
ياسر ماسط و رزين,0
tayara,1
مشاء الله,1
n7ebha barcha,1
"""شوكات انا اشك في انك تونسي _x000D_",0
"No és la primera vez que visito este restaurante, para mi entra en la categoria de  correctos, buen producto, bien elabororado, buen local con terraza y vistas al mar bellisimas. El servicio...hoy extraordinario!! Me ha servido una camarera muy atenta, servicial y profesional. Ha sido un placer y recomiendo visitarlo",1
يعطيكم الصحة و ربي يقدركم على فعل الخير و بالنسبة لوليد التونسي يعطيه 1000 صحة ابهرني قداش يحفض ما شاء الله,1
wlh tho7ka 3almiya hhh,1
تبارك الله عليك و دموعك غالية :* و برافو خاتر ما عادش تلقى فنانين يعتذرو في وقنا توا,1
Wa7da 9a7ba 😂,0
mekch rajil tejbed fil amwett fi chharr romdhan. na3llet allah alik..,0
هههه كلمة لجدتي بية الزردي و الله كان مشيت احترمت روحك خير و الله عملت العار راك حصة كاملة المريول يطلع و هي تهبط مرا خارفة 🔫💣,0
Belle tof rafi9ti,1
Me3lm bravoo,1
Un peu oui,1
معناتها لعراء في تونس ولا جرأة و نتوما قناة اللواط الجنسي تعديولنا في هالرهوط و تحبونا نتفرجو...,0
معلم بلطوش,1
BRAVOOOO LILLA,1
إعلام مرتزقة يدافع علي اللواط,0
 أحيانا هناك قالب غير مفرط طازج ، كان عسر الهضم مرة واحدة بعد ثلاثة أيام من تناول الطعام هناك لذلك لا أستطيع أن أقول أنهم كانوا السبب. ولكن أيضا مرة واحدة تقيأت زميلي كل ليلة بعد الوجبة في المنزل ...,1
Wa7dek,1
Chakib maset maset maset,0
enta m3alem,1
نجلاء محلاك في التمثيل و في كل شي,1
وين نتفكر هالبهيم قابسي مخي يحبس ماكش راجل وساقط نحن القوابسية لا نتشرف بيك خييييت عليك,0
😤😤😠😡,0
جالغغغ برشاا,0
يا شكيب يا كذاب يا سفيه,0
بحبوح و ياسر متربي و ربي يوفقك واصل,1
Jabri ou mejee chay,0
ملحد ...     .....,0
Ta7an kbir,0
وهرة يا شيخ <3,1
ما يعجبنيش جملة ..وعمري لا تبعتلو مسلسل....,0
Rjal barvo yassien ya3tek sa7a ;),1
ما شاء الله ربي يعطيك الصحة تحياتي لك أختي الكريمة,1
bravo sidi alwazir 3al akal thama chkoun may5afich fi tounis ilghalia,1
شيخ و رجل ديني كبييييييير موروووووووو,1
iy,1
Mala service zbela 3andi akther men 2 semaine men ghir cnx c grave ,0
يا معلم برا حجم يهديك ..,1
ماسط مانحباش,0
mr5sk zby,0
نحبها برشا هي الي تمثل المرأه التونسيه أحسن تمثيل !! رزينه و محترمه و مثقفه و كلامها موزون ربي يوفقها !! محتاجين للنساء كيفها في تونس,1
j'attend votre réponse svp,0
yessir massit,0
قحبة و عاهرة و خامجة و فاجرة و مومس و فاسدة و كلبة و ميبونة و الله يهلكها هي و عم الطاهر,0
انت احلىىىىىىىىىىىىىىىىىى منهااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااا,1
أوكي رجعت,1
Tè7founè,1
احنا نعانو في الارهاب و نبحث عن طريقة لدحره من بلادنا و سي امين جايبلنا موضوع المثليين وناقشو فيه وكانه قمة التحضر  الا يعتبر هذا استفزازا للمتشددين و الدواعش باش يلقاوا ذريعة لهتك ارضنا  بالله جيبولنا مواضيع تبعث الامل و تعطي صورة مشرقة لتونس,0
منافق,0
Tefah Aslan mayjich moumathal 9adeh ta7 9adrou tamthil,0
Tfouhhhhhh 3likom ye5omej,0
تحيفة يا فنان أتحفنا بالأحان,1
Ta7foun bravo samii 😚😚,1
MASSET LASSET,0
محلا زينو,1
Mellle rkik hhh,0
Chammmsedddine wabbbbna  tfiiiiihhhhhhh,0
انا تعجبني و أحبها و يعجبني تمثيلها,1
Me7lek,1
(y) ,1
Jaafourrrrrr ya m3alam,1
ahmed moumtez ama yelzmek tzid te5dem w tzid thamed des bonne klip chapeaux lik w matansech wasel,1
يعطيك الصحة سامي برافو,1
تفففففوه عليكم وعلى خمجكم يا صقاط هذا مسلسل تجيبو فيه في شهر رمضان المبارك خليتو التونسا ظوحكا بين الدول الإسلامية  تفففففوه عليك يا سامي الفهري وعلى. .........,0
ماسط لاسط  فارينة,0
Vraiment tbrkllh 3lha :*,1
masit w rkik !!!,0
mamstou,0
Machalllah,1
 الكثير من وقت الانتظار,0
Mala mas5e ppffffff,0
malla da7k me3alma .,1
Nour Chiba sout w wahra l7out 3lik,1
🤔🙁,0
ممثلة متمكنة حظ موفق ✌❤,1
A7la 7al9a wlah.w7sin dik raw3aaa.whchem zeda m3alemm.,1
ena n7ibha,1
tahfouna olfa,1
Bravo,1
صحة أشريبتكم ويعطيكم اصحا والله محله اكا صبيرى اشيضحك اما صخفني كي مات صحبو ..,1
العشرين مليون قبل 2 مليارات و سبعمائة مليون ملا كارثة ههههههههههه,0
ey,1
Costa a7sen fanen 3andi  W ya3jibni klemou baaaarcha barrcha w n9olou men 7asen ila a7sen,1
aaa ok haw bech njarebbb,1
اتفوه,0
ممصطوا ومقل ربايتو والحق موش فيه الحق فلي جابو خسارة فرعس مسار الحلقة ومسطها,0
لمعلم يتكلم,1
thanx mr.mounir <3,1
 علاج حقيقي,1
Alah wa7ad 3leha,1
je suis énervé,0
3malna pas mal de fois réclamation w chy marja3ech 3andou akther mn 2 semaines marja3ech l wifi,0
3sal n7ebha barcha,1
Mahla zinek mariyouma,1
